
18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,0,0,18,19,19,19,19,19,19,19,19,3,3,19,19,19,19,19,19,19,20
18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,19,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,29,19,19,27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
36,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,38,0,0,36,19,19,19,19,19,19,19,27,3,3,29,19,19,19,19,19,19,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,20,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,20,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,20,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,20,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,19,19,19,19,19,19,19,3,3,19,19,19,19,19,19,19,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,38
